sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
A111765,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,"Anker 643 USB-C to USB-C Cable (Flow, Silicone)","Soft to the Touch: You’ve never felt a cable like this before. The silicone finish feels remarkably soft between your fingers as you plug the cable into your device.
Super Strength: Our softest cable ever is also one of our strongest. Thanks to a 25,000-bend lifespan, this cable is more than ready to handle the stresses and strains of charging on the go.
Bend It, Twist It, Flex It: Remains tangle-free even when stuffed into a bag or pocket, or wrapped around a portable charger.
Fast Charging: Supports a max power output of 100W when paired with a 100W or above wall charger to power up virtually any USB-C device, including phones, tablets, and laptops. (This cable does not support media display.)
What You Get: Anker 643 USB-C to USB-C Cable (Flow, Silicone) / PowerLine III Flow USB-C to USB-C Cable, silicone cable tie, welcome guide, our worry-free 18-month warranty, and friendly customer service.",,,1,,"Catalog, Search",19.99,,,,"Anker 643 USB-C to USB-C Cable (Flow, Silicone)","Anker 643 USB-C to USB-C Cable (Flow, Silicone)",Anker 643 USB-C to USB-C Cable,"Soft to the Touch: You’ve never felt a cable like this before. The silicone finish feels remarkably soft between your fingers as you plug the cable into your device.
Super Strength: Our softest cable ever is also one of our strongest. Thanks to a 25,",25/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111766,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,"Anker 641 USB-C to Lightning Cable (Flow, Silicone)","Soft to the Touch: You’ve never felt a cable like this before. The silicone finish feels remarkably soft between your fingers as you plug the cable into your device.
Super Strength: Our softest cable ever is also one of our strongest. With a 25,000-bend lifespan, this cable is more than ready to handle the stresses and strains of charging on the go.
Bend It, Twist It, Flex It: Remains tangle-free even when stuffed into a bag or pocket, or wrapped around a portable charger.
Certified Safe: MFi certified to work flawlessly with all of your Lightning devices, including iPhone 13/12 and iPad. Safely charge your device at its highest possible speed when connected to a Power Delivery high-speed charger.
What You Get: Anker 641 USB-C to Lightning Cable (Flow, Silicone) / PowerLine III Flow USB-C with Lightning Connector, silicone cable tie, welcome guide, our worry-free 18-month warranty, and friendly customer service.",,,1,,"Catalog, Search",21.99,,,,"Anker 641 USB-C to Lightning Cable (Flow, Silicone)","Anker 641 USB-C to Lightning Cable (Flow, Silicone)",Anker 641 USB-C to Lightning Cable ,"Soft to the Touch: You’ve never felt a cable like this before. The silicone finish feels remarkably soft between your fingers as you plug the cable into your device.
Super Strength: Our softest cable ever is also one of our strongest. With a 25,000-b",26/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111767,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 541 USB-C to Lightning Cable (Bio-Based),"Eco-Friendly Design: The exterior of the cable body is built using bio-based materials from plants like corn and sugar cane.
Bio-Based and Durable: With a 20,000-bend lifespan, this cable is more than ready to handle the stresses and strains of daily use.
Wide Compatibility: MFi certified for flawless compatibility with all Lightning devices, including iPhone, iPad, and more.
Fast Charge Ready: Supports up to 30W charging—enough to power your iPhone or iPad at high speed.
What You Get: Anker 541 USB-C to Lightning Cable (Bio-Based), our worry-free 24-month warranty, and friendly customer service.",,,1,,"Catalog, Search",21.99,,,,Anker 541 USB-C to Lightning Cable (Bio-Based),Anker 541 USB-C to Lightning Cable (Bio-Based),Anker 541 USB-C to Lightning Cable,"Eco-Friendly Design: The exterior of the cable body is built using bio-based materials from plants like corn and sugar cane.
Bio-Based and Durable: With a 20,000-bend lifespan, this cable is more than ready to handle the stresses and strains of daily",27/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111768,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 543 USB-C to USB-C Cable (Bio-Based),"Bio-Based Design: The exterior of the cable body is built using bio-based materials from plants like corn and sugar cane.
Bio-Based and Durable: With a 20,000-bend lifespan, this cable is more than ready to handle the stresses and strains of daily use.
Fast Charge Ready: Supports a power output of 100W when paired with a 100W wall charger. (This cable does not support media display.)
Wide Compatibility: Meets USB-IF safety standards for flawless compatibility with virtually any USB-C device, including phones, tablets, laptops, and more.
What You Get: Anker 543 USB-C to USB-C Cable (Bio-Based), our worry-free 24-month warranty, and friendly customer service.",,,1,,"Catalog, Search",16.99,,,,Anker 543 USB-C to USB-C Cable (Bio-Based),Anker 543 USB-C to USB-C Cable (Bio-Based),Anker 543 USB-C to USB-C Cable,"Bio-Based Design: The exterior of the cable body is built using bio-based materials from plants like corn and sugar cane.
Bio-Based and Durable: With a 20,000-bend lifespan, this cable is more than ready to handle the stresses and strains of daily us",28/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111769,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 515 USB-C to USB-C Cable (USB4),"Move Files Fast: Transfer music, movies, or entire seasons of TV shows in seconds at 40 Gbps.
HD Display: Connect your laptop to an external monitor to mirror or extend your screen in up to 8K@60Hz or 4K@144Hz.
Huge Range of Power: Supports a maximum 240W charge when paired up with a compatible charger. Charge virtually any USB-C device from phones and accessories to laptops.
Built to Last: Proven in lab tests to withstand up to 5,000 bends.
What You Get: Anker 515 USB-C to USB-C Cable (USB4, 3.3ft), welcome guide, our worry-free 18-month warranty, and friendly customer service.",,,1,,"Catalog, Search",32.99,,,,Anker 515 USB-C to USB-C Cable (USB4),Anker 515 USB-C to USB-C Cable (USB4),Anker 515 USB-C to USB-C Cable,"Move Files Fast: Transfer music, movies, or entire seasons of TV shows in seconds at 40 Gbps.
HD Display: Connect your laptop to an external monitor to mirror or extend your screen in up to 8K@60Hz or 4K@144Hz.
Huge Range of Power: Supports a maximum",29/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111771,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 552 USB-A to Lightning Cable (10ft),"Anker Powerline+ II Lightning Cable (10 ft) MFi Certified iPhone Charger Cable, Extra Long iPhone Charging Cord, Compatible with iPhone SE / 11 Pro Max/Xs Max/XR/X / 8/7 / 6S, iPad, and More
Staying Power: Lasts 30x longer than ordinary cables-proven in a laboratory environment to withstand 30000 bends.
Amazing Strength: One of the toughest cables ever created, with tensile strength capable of withstanding 175 lbs.
Apple Certification: MFi certified for flawless compatibility with Apple Lightning devices, ensuring the highest possible charging speeds.
Enhanced Length: No nearby outlet, no problem. Charge from clear across the room while relaxing with an extended 10-foot range.
What You Get: Anker 551 USB-A to Lightning Cable (1ft / 3ft / 6ft / 10ft Nylon) / PowerLine+ II Lightning Cable, welcome guide, hassle-free lifetime warranty and friendly customer service.(Travel pouch not included with 1ft and 10ft lengths.)",,,1,,"Catalog, Search",22.99,,,,Anker 552 USB-A to Lightning Cable (10ft),Anker 552 USB-A to Lightning Cable (10ft),Anker 552 USB-A to Lightning Cable,"Anker Powerline+ II Lightning Cable (10 ft) MFi Certified iPhone Charger Cable, Extra Long iPhone Charging Cord, Compatible with iPhone SE / 11 Pro Max/Xs Max/XR/X / 8/7 / 6S, iPad, and More
Staying Power: Lasts 30x longer than ordinary cables-proven",31/01/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111772,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 541 USB-C to Lightning Cable (1ft),"The Anker Advantage: Join the 80 million+ powered by our leading technology.
High-Speed Charging Compatible: Connect to a 20W charger to power your iPhone to 50% in just 30 minutes. (Charger not included)
Built to Last: Designed with an ultra-strong 25,000-bend lifespan to withstand every twist, tug, and tangle.
Certified Quality: MFi certified for flawless compatibility with virtually all Lightning devices including iPhone and iPad.
What You Get: Anker 541 USB-C to Lightning Cable (1ft/ 3ft/ 6ft) / PowerLine III USB-C to Lightning Cable, welcome guide, our worry-free lifetime warranty, and friendly customer service.",,,1,,"Catalog, Search",18.99,,,,Anker 541 USB-C to Lightning Cable (1ft),Anker 541 USB-C to Lightning Cable (1ft),Anker 541 USB-C to Lightning Cable,"The Anker Advantage: Join the 80 million+ powered by our leading technology.
High-Speed Charging Compatible: Connect to a 20W charger to power your iPhone to 50% in just 30 minutes. (Charger not included)
Built to Last: Designed with an ultra-strong ",01/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111773,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,"Anker 541 USB-A to Lightning Cable(3 ft, 2-Pack)","Built to Last: With a 25000-bend lifespan, this iPhone charger cable will probably outlast your phone
Slimmer Than Ever: An optimized internal structure means the latest generation of PowerLine is even slimmer than its predecessors — with no reduction in strength.
Certified Compatible: MFi certified for flawless compatibility with Apple Lightning devices, ensuring safe charging at the highest possible speed.
High-Speed Data: Transfer movies, music, or an entire photo library in seconds with 480Mbps transfer speeds.
What You Get: Anker 541 USB-A to Lightning Cable(3ft, 2-Pack) PowerLine III Lightning Cable, welcome guide, worry-free lifetime warranty, and friendly customer service.",,,1,,"Catalog, Search",22.99,,,,"Anker 541 USB-A to Lightning Cable(3 ft, 2-Pack)","Anker 541 USB-A to Lightning Cable(3 ft, 2-Pack)",Anker 541 USB-A to Lightning Cable,"Built to Last: With a 25000-bend lifespan, this iPhone charger cable will probably outlast your phone
Slimmer Than Ever: An optimized internal structure means the latest generation of PowerLine is even slimmer than its predecessors — with no reductio",02/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111774,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 541 USB-A to Lightning Cable (6ft),"Built to last: With a 25,000-bend lifespan, this cable will probably outlast your phone.
Slimmer Than Ever: An optimized internal structure means this cable is even slimmer than its predecessors—with no reduction in strength.
Certified compatible: MFi certified for flawless compatibility with Apple Lightning devices, ensuring safe charging at the highest possible speed.
High-speed data: Transfer movies, music, or an entire photo library in seconds with 480 Mbps transfer speeds.
What You Get: Anker 541 USB-A to Lightning Cable(3ft / 6ft), welcome guide, worry-free lifetime warranty, and friendly customer service.",,,1,,"Catalog, Search",14.99,,,,Anker 541 USB-A to Lightning Cable (6ft),Anker 541 USB-A to Lightning Cable (6ft),Anker 541 USB-A to Lightning Cable,"Built to last: With a 25,000-bend lifespan, this cable will probably outlast your phone.
Slimmer Than Ever: An optimized internal structure means this cable is even slimmer than its predecessors—with no reduction in strength.
Certified compatible: MF",03/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,1100,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111775,,Default,simple,"Default Category,Default Category/Chargers,Default Category/Chargers/Cable",base,Anker 551 USB-A to Lightning Cable (10ft),"Anker Powerline+ II Lightning Cable (10 ft) MFi Certified iPhone Charger Cable, Extra Long iPhone Charging Cord, Compatible with iPhone SE / 11 Pro Max/Xs Max/XR/X / 8/7 / 6S, iPad, and More
Staying Power: Lasts 30x longer than ordinary cables-proven in a laboratory environment to withstand 30000 bends.
Amazing Strength: One of the toughest cables ever created, with tensile strength capable of withstanding 175 lbs.
Apple Certification: MFi certified for flawless compatibility with Apple Lightning devices, ensuring the highest possible charging speeds.
Enhanced Length: No nearby outlet, no problem. Charge from clear across the room while relaxing with an extended 10-foot range.
What You Get: Anker 551 USB-A to Lightning Cable (1ft / 3ft / 6ft / 10ft Nylon) / PowerLine+ II Lightning Cable, welcome guide, hassle-free lifetime warranty and friendly customer service.(Travel pouch not included with 1ft and 10ft lengths.)",,,1,,"Catalog, Search",22.99,,,,Anker 551 USB-A to Lightning Cable (10ft),Anker 551 USB-A to Lightning Cable (10ft),Anker 551 USB-A to Lightning Cable,"Anker Powerline+ II Lightning Cable (10 ft) MFi Certified iPhone Charger Cable, Extra Long iPhone Charging Cord, Compatible with iPhone SE / 11 Pro Max/Xs Max/XR/X / 8/7 / 6S, iPad, and More
Staying Power: Lasts 30x longer than ordinary cables-proven",04/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A111776,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore VR P10,"Made for Meta Quest 2
Multi-Platform compatibility
Seamless gameplay with <30ms low latency
2.4GHz high-speed wireless connection
LC3 codec for fast audio transfer
Simultaneous Bluetooth and dongle connection
Thumping sound with 11mm driver and BassUp™️
Unlimited playtime with pass-through charging",,,1,,"Catalog, Search",99,,,,Anker Soundcore VR P10,Anker Soundcore VR P10,Anker Soundcore,"Made for Meta Quest 2
Multi-Platform compatibility
Seamless gameplay with <30ms low latency
2.4GHz high-speed wireless connection
LC3 codec for fast audio transfer
Simultaneous Bluetooth and dongle connection
Thumping sound with 11mm driver and BassU",05/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3402H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Liberty 4,"Crisp, Clear Sound via ACAA™️ 3.0 Coaxial Acoustic System
360° Immersive Spatial Audio with Music and Movie Modes
CloudComfort™️ Ear Tips for Long-Lasting Comfort
All-New Heart Rate Sensor with soundcore App
HearID Personalized Active Noise Cancelling
9/28 Hours of Playtime for All-Day Listening
Note: For peak performance, please use the soundcore app and update to the latest firmware.",,,1,,"Catalog, Search",149.99,,,,Anker Soundcore Liberty 4,Anker Soundcore Liberty 4,Anker Soundcore Liberty 4,"Crisp, Clear Sound via ACAA™️ 3.0 Coaxial Acoustic System
360° Immersive Spatial Audio with Music and Movie Modes
CloudComfort™️ Ear Tips for Long-Lasting Comfort
All-New Heart Rate Sensor with soundcore App
HearID Personalized Active Noise Cancellin",06/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3403H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Sleep A10,"Comfortable, Even for Side Sleepers
4-Point Noise Masking System to Cover Noise For Sleep
Unlimited Audio via Bluetooth and the soundcore App
Dynamic Drivers for Sleep-Inducing Sound
Manage Your Sleep Health with Sleep Monitoring and Personal Alarm Clock
Note: For optimal performance, use the latest version of the soundcore app",,,1,,"Catalog, Search",179.99,,,,Anker Soundcore Sleep A10,Anker Soundcore Sleep A10,Anker Soundcore Sleep,"Comfortable, Even for Side Sleepers
4-Point Noise Masking System to Cover Noise For Sleep
Unlimited Audio via Bluetooth and the soundcore App
Dynamic Drivers for Sleep-Inducing Sound
Manage Your Sleep Health with Sleep Monitoring and Personal Alarm C",07/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3404H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Space Q45,"Upgraded noise cancelling system reduces noise by up to 98%
Make every space your own with adaptive noise cancelling
Ultra-long 50-hour playtime for travel
Sound with exceptional detail
Secure and comfortable fit",,,1,,"Catalog, Search",149.99,,,,Anker Soundcore Space Q45,Anker Soundcore Space Q45,Anker Soundcore Space,"Upgraded noise cancelling system reduces noise by up to 98%
Make every space your own with adaptive noise cancelling
Ultra-long 50-hour playtime for travel
Sound with exceptional detail
Secure and comfortable fit",08/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3405H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Space A40,"Upgraded noise cancelling system for up to 98% less noise on commutes
Enjoy personal space anywhere with adaptive noise cancelling
Ultra-long 50-hour playtime
Sound with exceptional detail
Lightweight for a comfortable fit",,,1,,"Catalog, Search",99.99,,,,Anker Soundcore Space A40,Anker Soundcore Space A40,Anker Soundcore Space,"Upgraded noise cancelling system for up to 98% less noise on commutes
Enjoy personal space anywhere with adaptive noise cancelling
Ultra-long 50-hour playtime
Sound with exceptional detail
Lightweight for a comfortable fit",09/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3909H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Sport X10,"Incredible Sound Loved by 20 Million+ People
Rotate, Set, Go: Twist the 210° rotatable ear hooks until you find the perfect spot for you. The unique design keeps Sport X10 workout earbuds comfortably and securely in place throughout your workout.
Exercise-Proof Buds: Sport X10 workout earbuds have a fully-waterproof, IPX7-rated build that stops liquids in their tracks. For further protection, our exclusive SweatGuard technology defends against the corrosive properties of sweat.
Hardcore Beats for Maximum Motivation: The dynamic acoustic system delivers 2× more bass while preserving the clarity of mids and treble. BassUp technology analyzes and enhances your music's bass in real-time for an extra boost.
Up to 32 Hours Playtime: Get 8 hours of music from a single charge of the workout earbuds and add an extra 3 full recharges via the charging case.",,,1,,"Catalog, Search",79.99,,,,Anker Soundcore Sport X10,Anker Soundcore Sport X10,Anker Soundcore Sport,"Incredible Sound Loved by 20 Million+ People
Rotate, Set, Go: Twist the 210° rotatable ear hooks until you find the perfect spot for you. The unique design keeps Sport X10 workout earbuds comfortably and securely in place throughout your workout.
Exe",10/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3027031,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Liberty 2 Pro,"Incredible Sound Loved by 20 Million+ People
Rotate, Set, Go: Twist the 210° rotatable ear hooks until you find the perfect spot for you. The unique design keeps Sport X10 workout earbuds comfortably and securely in place throughout your workout.
Exercise-Proof Buds: Sport X10 workout earbuds have a fully-waterproof, IPX7-rated build that stops liquids in their tracks. For further protection, our exclusive SweatGuard technology defends against the corrosive properties of sweat.
Hardcore Beats for Maximum Motivation: The dynamic acoustic system delivers 2× more bass while preserving the clarity of mids and treble. BassUp technology analyzes and enhances your music's bass in real-time for an extra boost.
Up to 32 Hours Playtime: Get 8 hours of music from a single charge of the workout earbuds and add an extra 3 full recharges via the charging case.",,,1,,"Catalog, Search",59.99,,,,Anker Soundcore Liberty 2 Pro,Anker Soundcore Liberty 2 Pro,Anker Soundcore Liberty 2 Pro,"Incredible Sound Loved by 20 Million+ People
Rotate, Set, Go: Twist the 210° rotatable ear hooks until you find the perfect spot for you. The unique design keeps Sport X10 workout earbuds comfortably and securely in place throughout your workout.
Exe",11/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
A3028H11,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Life Q35,"Gold Standard of Sound: Custom silk-diaphragm drivers accurately reproduce music across a wider frequency range and cut out distortion to deliver sound that’s both Hi-Res Audio and Hi-Res Audio Wireless certified.
LDAC Technology: 3 times more data is transmitted to Life Q35 active noise cancelling headphones than via standard Bluetooth codecs. This lossless transfer ensures you hear every tiny detail in the music.
Multi-Mode Noise Cancelling: 2 microphones on each earcup detect and filter out distracting noises in your vicinity. Switch between Transport, Outdoor, and Indoor modes for a tailored noise cancelling experience.
Comfortable and Convenient: Life Q35 active noise cancelling headphones can be worn all day thanks to their lightweight build and memory foam padded earcups and headband. A built-in sensor detects when they’re removed from your ears and instantly pauses the audio.
AI-Enhanced Calls: The beamforming microphones on Life Q35 active noise cancelling headphones pick up your voice with incredible accuracy by using an AI algorithm that’s been tested thousands of times. Calls sound crisp, clear, and free of unwanted noise.",,,1,,"Catalog, Search",129.99,,,,Anker Soundcore Life Q35,Anker Soundcore Life Q35,Anker Soundcore Life,"Gold Standard of Sound: Custom silk-diaphragm drivers accurately reproduce music across a wider frequency range and cut out distortion to deliver sound that’s both Hi-Res Audio and Hi-Res Audio Wireless certified.
LDAC Technology: 3 times more data i",12/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,200,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298417,,Default,simple,"Default Category,Default Category/Headphone,Default Category/Headphone/Wireless",base,Anker Soundcore Life Q30,"Advanced Noise Cancellation Technology: Maintain your focus with Life Q30’s hybrid active noise cancellation. Dual noise-detecting microphones pick up and filter out up to 95% of low-frequency ambient sound to ensure nothing distracts you from your music.
Ultimate Noise Cancellation Experience: Customize Life Q30’s noise cancellation with 3 modes—Transport minimizes airplane engine noise, Outdoor reduces traffic and wind, and Indoor dampens the sound of busy offices with people talking in the background.
Hi-Res Music: Hear every detail of your favorite songs thanks to Life Q30’s 40mm drivers. The highly-flexible silk diaphragms reproduce thumping bass and crisp treble that extends up to 40kHz for improved clarity.
40-Hour Playtime: Life Q30 active noise cancelling headphones play up to 40 hours of music in noise cancelling mode. Standard mode extends the playtime to 60 hours, while a short 5-minute charge gives you 4 hours of listening.
Pressure-Free Comfort: Life Q30 active noise cancelling headphones have ultra-soft protein leather earcups with memory foam padding to fit snugly over your ears. The lightweight build also ensures they’re comfortable for long listening sessions.",,,1,,"Catalog, Search",79.99,,,,Anker Soundcore Life Q30,Anker Soundcore Life Q30,Anker Soundcore Life Q30,Advanced Noise Cancellation Technology: Maintain your focus with Life Q30’s hybrid active noise cancellation. Dual noise-detecting microphones pick up and filter out up to 95% of low-frequency ambient sound to ensure nothing distracts you from your m,13/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298418,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Bounce™ ,"LET’S BOUNCE

Delay that first smartphone purchase, and inspire your children to stay active with Bounce, the kids smartwatch. With an active subscription plan and LTE connectivity, you can communicate with your child via two-way text and voice messaging via the Garmin Jr.™ app on your phone and always keep up with real-time location tracking.1 It also tracks steps, sleep, activity and more.2

Reach your child anytime with two-way text and voice messaging right to their wrist.

The fun doesn’t stop! Get up to 2 days of battery life between charges3.

Keep tabs on your kiddo’s location.

This durable smartwatch with a colorful display is swim-friendly — perfect for playground, pool and more.

No worries. The Assistance feature4 has your child’s back.

No need to change phone providers. Garmin manages your LTE subscription.",,,1,,"Catalog, Search",139.99,,,,Garmin Bounce,Garmin Bounce,Garmin Bounce,"LET’S BOUNCE

Delay that first smartphone purchase, and inspire your children to stay active with Bounce, the kids smartwatch. With an active subscription plan and LTE connectivity, you can communicate with your child via two-way text and voice messa",14/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298419,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Venu® Sq,"NOW IS THE PERFECT TIME TO MOVE

Featuring a bright color display, the Venu Sq GPS smartwatch combines daily style with health monitoring and fitness features that inspire you to keep moving.

On-the-wrist health and wellness monitoring doesn’t get more thorough than this.

Bright color display and up to 6 days of battery life? Yep — two more reasons to love this watch.

Run, walk, bike, golf — choose from more than 20 preloaded sports apps.

Let the watch plan workouts for you, including yoga, strength, cardio, even Pilates.

Tap your wrist and go. It’s the easy, touch-free way to pay1.

See calls, texts and social media alerts right on your watch2.",,,1,,"Catalog, Search",119.99,,,,Garmin Venu Sq,Garmin Venu Sq,Garmin Venu Sq,"NOW IS THE PERFECT TIME TO MOVE

Featuring a bright color display, the Venu Sq GPS smartwatch combines daily style with health monitoring and fitness features that inspire you to keep moving.

On-the-wrist health and wellness monitoring doesn’t get m",15/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298420,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Lily™ - Sport Edition,"CLASSIC ENOUGH TO MAKE A STATEMENT. MODERN ENOUGH TO KEEP YOU CONNECTED.

You haven’t seen a smartwatch1 this small that can do this much. With a flick of your wrist, the stylish patterned lens reveals a bright touchscreen display, and when you’re done, the display disappears.

Stylish patterned lens or smart touchscreen? Why not both?

Don’t put life on pause. Go longer between charges with up to 5 days of battery life.

One small, fashionable smartwatch to keep track of your important health stats.

See texts, calls and calendar reminders2 on a watch that looks this good? Yeah, we did that.

Yes, this watch tracks your steps, sleep, stress and energy levels3.

Wellness comes easy with apps for yoga, walking, cardio, mindful breathing and more.",,,1,,"Catalog, Search",149.99,,,,Garmin Lily - Sport Edition,Garmin Lily - Sport Edition,Garmin Lily - Sport Edition,"CLASSIC ENOUGH TO MAKE A STATEMENT. MODERN ENOUGH TO KEEP YOU CONNECTED.

You haven’t seen a smartwatch1 this small that can do this much. With a flick of your wrist, the stylish patterned lens reveals a bright touchscreen display, and when you’re do",16/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
